REFERENCE	 DEGRADED	 PESQMOS	 SAMPLE_FREQ
 g729char\exp3\original\a\a_f02s24.src	 g729char\exp3\coded\a\ae3fae24.out	2.504	16000
 g729char\exp3\original\a\a_m01s24.src	 g729char\exp3\coded\a\ae3m1824.out	2.573	16000
 g729char\exp3\original\a\a_m02s24.src	 g729char\exp3\coded\a\ae3m4a24.out	2.756	16000
 g729char\exp3\original\a\a_f01s25.src	 g729char\exp3\coded\a\ae3f7d25.out	2.585	16000
 g729char\exp3\original\a\a_f02s25.src	 g729char\exp3\coded\a\ae3faf25.out	2.843	16000
 g729char\exp3\original\a\a_m01s25.src	 g729char\exp3\coded\a\ae3m1925.out	3.306	16000
 g729char\exp3\original\a\a_m02s25.src	 g729char\exp3\coded\a\ae3m4b25.out	3.007	16000
 g729char\exp3\original\a\a_f01s26.src	 g729char\exp3\coded\a\ae3f7e26.out	2.392	16000
 g729char\exp3\original\a\a_f02s26.src	 g729char\exp3\coded\a\ae3fb026.out	2.716	16000
 g729char\exp3\original\a\a_m01s26.src	 g729char\exp3\coded\a\ae3m1a26.out	2.905	16000
 g729char\exp3\original\a\a_m02s26.src	 g729char\exp3\coded\a\ae3m4c26.out	2.803	16000
 g729char\exp3\original\a\a_f01s27.src	 g729char\exp3\coded\a\ae3f7f27.out	2.795	16000
 g729char\exp3\original\a\a_f02s27.src	 g729char\exp3\coded\a\ae3fb127.out	2.851	16000
 g729char\exp3\original\a\a_m01s27.src	 g729char\exp3\coded\a\ae3m1b27.out	3.039	16000
 g729char\exp3\original\a\a_m02s27.src	 g729char\exp3\coded\a\ae3m4d27.out	3.134	16000
 g729char\exp3\original\a\a_f01s28.src	 g729char\exp3\coded\a\ae3f8028.out	2.422	16000
 g729char\exp3\original\a\a_f02s28.src	 g729char\exp3\coded\a\ae3fb228.out	2.347	16000
 g729char\exp3\original\a\a_m01s28.src	 g729char\exp3\coded\a\ae3m1c28.out	2.711	16000
 g729char\exp3\original\a\a_m02s28.src	 g729char\exp3\coded\a\ae3m4e28.out	2.605	16000
 g729char\exp3\original\a\a_f01s29.src	 g729char\exp3\coded\a\ae3f8129.out	3.025	16000
 g729char\exp3\original\a\a_f02s29.src	 g729char\exp3\coded\a\ae3fb329.out	2.911	16000
 g729char\exp3\original\a\a_m01s29.src	 g729char\exp3\coded\a\ae3m1d29.out	3.442	16000
 g729char\exp3\original\a\a_m02s29.src	 g729char\exp3\coded\a\ae3m4f29.out	3.639	16000
 g729char\exp3\original\a\a_f01s30.src	 g729char\exp3\coded\a\ae3f8230.out	2.754	16000
 g729char\exp3\original\a\a_f02s30.src	 g729char\exp3\coded\a\ae3fb430.out	2.792	16000
 g729char\exp3\original\a\a_m01s30.src	 g729char\exp3\coded\a\ae3m1e30.out	3.111	16000
 g729char\exp3\original\a\a_m02s30.src	 g729char\exp3\coded\a\ae3m5030.out	3.296	16000
 g729char\exp3\original\a\a_f01s31.src	 g729char\exp3\coded\a\ae3f8331.out	2.324	16000
 g729char\exp3\original\a\a_f02s31.src	 g729char\exp3\coded\a\ae3fb531.out	2.512	16000
 g729char\exp3\original\a\a_m01s31.src	 g729char\exp3\coded\a\ae3m1f31.out	3.026	16000
 g729char\exp3\original\a\a_m02s31.src	 g729char\exp3\coded\a\ae3m5131.out	3.234	16000
 g729char\exp3\original\a\a_f01s32.src	 g729char\exp3\coded\a\ae3f8432.out	1.907	16000
 g729char\exp3\original\a\a_f02s32.src	 g729char\exp3\coded\a\ae3fb632.out	2.13	16000
 g729char\exp3\original\a\a_m01s32.src	 g729char\exp3\coded\a\ae3m2032.out	2.606	16000
 g729char\exp3\original\a\a_m02s32.src	 g729char\exp3\coded\a\ae3m5232.out	3.026	16000
 g729char\exp3\original\a\a_f01s33.src	 g729char\exp3\coded\a\ae3f8533.out	3.058	16000
 g729char\exp3\original\a\a_f02s33.src	 g729char\exp3\coded\a\ae3fb733.out	3.311	16000
 g729char\exp3\original\a\a_m01s33.src	 g729char\exp3\coded\a\ae3m2133.out	3.322	16000
 g729char\exp3\original\a\a_m02s33.src	 g729char\exp3\coded\a\ae3m5333.out	3.794	16000
 g729char\exp3\original\a\a_f01s34.src	 g729char\exp3\coded\a\ae3f8634.out	2.768	16000
 g729char\exp3\original\a\a_f02s34.src	 g729char\exp3\coded\a\ae3fb834.out	3.188	16000
 g729char\exp3\original\a\a_m01s34.src	 g729char\exp3\coded\a\ae3m2234.out	2.849	16000
 g729char\exp3\original\a\a_m02s34.src	 g729char\exp3\coded\a\ae3m5434.out	3.545	16000
 g729char\exp3\original\a\a_f01s35.src	 g729char\exp3\coded\a\ae3f8735.out	2.505	16000
 g729char\exp3\original\a\a_f02s35.src	 g729char\exp3\coded\a\ae3fb935.out	2.583	16000
 g729char\exp3\original\a\a_m01s35.src	 g729char\exp3\coded\a\ae3m2335.out	2.782	16000
 g729char\exp3\original\a\a_m02s35.src	 g729char\exp3\coded\a\ae3m5535.out	3.072	16000
 g729char\exp3\original\a\a_f01s36.src	 g729char\exp3\coded\a\ae3f8836.out	2.568	16000
 g729char\exp3\original\a\a_f02s36.src	 g729char\exp3\coded\a\ae3fba36.out	2.731	16000
 g729char\exp3\original\a\a_m01s36.src	 g729char\exp3\coded\a\ae3m2436.out	3.172	16000
 g729char\exp3\original\a\a_m02s36.src	 g729char\exp3\coded\a\ae3m5636.out	2.892	16000
 g729char\exp3\original\a\a_f01s37.src	 g729char\exp3\coded\a\ae3f8937.out	3.822	16000
 g729char\exp3\original\a\a_f02s37.src	 g729char\exp3\coded\a\ae3fbb37.out	3.869	16000
 g729char\exp3\original\a\a_m01s37.src	 g729char\exp3\coded\a\ae3m2537.out	4.099	16000
 g729char\exp3\original\a\a_m02s37.src	 g729char\exp3\coded\a\ae3m5737.out	4.007	16000
 g729char\exp3\original\a\a_f01s38.src	 g729char\exp3\coded\a\ae3f8a38.out	2.646	16000
 g729char\exp3\original\a\a_f02s38.src	 g729char\exp3\coded\a\ae3fbc38.out	2.936	16000
 g729char\exp3\original\a\a_m01s38.src	 g729char\exp3\coded\a\ae3m2638.out	3.218	16000
 g729char\exp3\original\a\a_m02s38.src	 g729char\exp3\coded\a\ae3m5838.out	3.021	16000
 g729char\exp3\original\a\a_f01s39.src	 g729char\exp3\coded\a\ae3f8b39.out	2.475	16000
 g729char\exp3\original\a\a_f02s39.src	 g729char\exp3\coded\a\ae3fbd39.out	2.686	16000
 g729char\exp3\original\a\a_m01s39.src	 g729char\exp3\coded\a\ae3m2739.out	3.14	16000
 g729char\exp3\original\a\a_m02s39.src	 g729char\exp3\coded\a\ae3m5939.out	2.941	16000
 g729char\exp3\original\a\a_f01s40.src	 g729char\exp3\coded\a\ae3f8c40.out	2.757	16000
 g729char\exp3\original\a\a_f02s40.src	 g729char\exp3\coded\a\ae3fbe40.out	2.719	16000
 g729char\exp3\original\a\a_m01s40.src	 g729char\exp3\coded\a\ae3m2840.out	3.035	16000
 g729char\exp3\original\a\a_m02s40.src	 g729char\exp3\coded\a\ae3m5a40.out	2.908	16000
 g729char\exp3\original\a\a_f01s41.src	 g729char\exp3\coded\a\ae3f8d41.out	2.093	16000
 g729char\exp3\original\a\a_f02s41.src	 g729char\exp3\coded\a\ae3fbf41.out	2.372	16000
 g729char\exp3\original\a\a_m01s41.src	 g729char\exp3\coded\a\ae3m2941.out	2.576	16000
 g729char\exp3\original\a\a_m02s41.src	 g729char\exp3\coded\a\ae3m5b41.out	2.879	16000
 g729char\exp3\original\a\a_f01s42.src	 g729char\exp3\coded\a\ae3f8e42.out	2.302	16000
 g729char\exp3\original\a\a_f02s42.src	 g729char\exp3\coded\a\ae3fc042.out	2.828	16000
 g729char\exp3\original\a\a_m01s42.src	 g729char\exp3\coded\a\ae3m2a42.out	3.302	16000
 g729char\exp3\original\a\a_m02s42.src	 g729char\exp3\coded\a\ae3m5c42.out	3.46	16000
 g729char\exp3\original\a\a_f01s43.src	 g729char\exp3\coded\a\ae3f8f43.out	2.853	16000
 g729char\exp3\original\a\a_f02s43.src	 g729char\exp3\coded\a\ae3fc143.out	3.251	16000
 g729char\exp3\original\a\a_m01s43.src	 g729char\exp3\coded\a\ae3m2b43.out	3.647	16000
 g729char\exp3\original\a\a_m02s43.src	 g729char\exp3\coded\a\ae3m5d43.out	3.853	16000
 g729char\exp3\original\a\a_f01s44.src	 g729char\exp3\coded\a\ae3f9044.out	3.589	16000
 g729char\exp3\original\a\a_f02s44.src	 g729char\exp3\coded\a\ae3fc244.out	3.45	16000
 g729char\exp3\original\a\a_m01s44.src	 g729char\exp3\coded\a\ae3m2c44.out	3.992	16000
 g729char\exp3\original\a\a_m02s44.src	 g729char\exp3\coded\a\ae3m5e44.out	4.182	16000
 g729char\exp3\original\a\a_f01s45.src	 g729char\exp3\coded\a\ae3f9145.out	3.874	16000
 g729char\exp3\original\a\a_f02s45.src	 g729char\exp3\coded\a\ae3fc345.out	3.938	16000
 g729char\exp3\original\a\a_m01s45.src	 g729char\exp3\coded\a\ae3m2d45.out	4.259	16000
 g729char\exp3\original\a\a_m02s45.src	 g729char\exp3\coded\a\ae3m5f45.out	4.274	16000
 g729char\exp3\original\a\a_f01s46.src	 g729char\exp3\coded\a\ae3f9246.out	4.283	16000
 g729char\exp3\original\a\a_f02s46.src	 g729char\exp3\coded\a\ae3fc446.out	4.311	16000
 g729char\exp3\original\a\a_m01s46.src	 g729char\exp3\coded\a\ae3m2e46.out	4.333	16000
 g729char\exp3\original\a\a_m02s46.src	 g729char\exp3\coded\a\ae3m6046.out	4.312	16000
 g729char\exp3\original\a\a_f01s47.src	 g729char\exp3\coded\a\ae3f9347.out	4.264	16000
 g729char\exp3\original\a\a_f02s47.src	 g729char\exp3\coded\a\ae3fc547.out	4.322	16000
 g729char\exp3\original\a\a_m01s47.src	 g729char\exp3\coded\a\ae3m2f47.out	4.38	16000
 g729char\exp3\original\a\a_m02s47.src	 g729char\exp3\coded\a\ae3m6147.out	4.327	16000
 g729char\exp3\original\a\a_f01s48.src	 g729char\exp3\coded\a\ae3f9448.out	2.739	16000
 g729char\exp3\original\a\a_f02s48.src	 g729char\exp3\coded\a\ae3fc648.out	2.805	16000
 g729char\exp3\original\a\a_m01s48.src	 g729char\exp3\coded\a\ae3m3048.out	2.973	16000
 g729char\exp3\original\a\a_m02s48.src	 g729char\exp3\coded\a\ae3m6248.out	3.115	16000
 g729char\exp3\original\a\a_f01s49.src	 g729char\exp3\coded\a\ae3f9549.out	2.491	16000
 g729char\exp3\original\a\a_f02s49.src	 g729char\exp3\coded\a\ae3fc749.out	2.625	16000
 g729char\exp3\original\a\a_m01s49.src	 g729char\exp3\coded\a\ae3m3149.out	2.878	16000
 g729char\exp3\original\a\a_m02s49.src	 g729char\exp3\coded\a\ae3m6349.out	3.115	16000
 g729char\exp3\original\a\a_f01s50.src	 g729char\exp3\coded\a\ae3f9650.out	2.534	16000
 g729char\exp3\original\a\a_f02s50.src	 g729char\exp3\coded\a\ae3fc850.out	2.625	16000
 g729char\exp3\original\a\a_m01s50.src	 g729char\exp3\coded\a\ae3m3250.out	3.088	16000
 g729char\exp3\original\a\a_m02s50.src	 g729char\exp3\coded\a\ae3m6450.out	2.944	16000
 g729char\exp3\original\c\c_f01s01.src	 g729char\exp3\coded\c\ce3f6501.out	3.767	16000
 g729char\exp3\original\c\c_f02s01.src	 g729char\exp3\coded\c\ce3f9701.out	3.684	16000
 g729char\exp3\original\c\c_m01s01.src	 g729char\exp3\coded\c\ce3m0101.out	3.708	16000
 g729char\exp3\original\c\c_m02s01.src	 g729char\exp3\coded\c\ce3m3301.out	3.915	16000
 g729char\exp3\original\c\c_f01s02.src	 g729char\exp3\coded\c\ce3f6602.out	3.437	16000
 g729char\exp3\original\c\c_f02s02.src	 g729char\exp3\coded\c\ce3f9802.out	3.233	16000
 g729char\exp3\original\c\c_m01s02.src	 g729char\exp3\coded\c\ce3m0202.out	3.313	16000
 g729char\exp3\original\c\c_m02s02.src	 g729char\exp3\coded\c\ce3m3402.out	3.376	16000
 g729char\exp3\original\c\c_f01s03.src	 g729char\exp3\coded\c\ce3f6703.out	3.444	16000
 g729char\exp3\original\c\c_f02s03.src	 g729char\exp3\coded\c\ce3f9903.out	2.998	16000
 g729char\exp3\original\c\c_m01s03.src	 g729char\exp3\coded\c\ce3m0303.out	3.124	16000
 g729char\exp3\original\c\c_m02s03.src	 g729char\exp3\coded\c\ce3m3503.out	3.448	16000
 g729char\exp3\original\c\c_f01s04.src	 g729char\exp3\coded\c\ce3f6804.out	2.949	16000
 g729char\exp3\original\c\c_f02s04.src	 g729char\exp3\coded\c\ce3f9a04.out	2.845	16000
 g729char\exp3\original\c\c_m01s04.src	 g729char\exp3\coded\c\ce3m0404.out	3.392	16000
 g729char\exp3\original\c\c_m02s04.src	 g729char\exp3\coded\c\ce3m3604.out	3.577	16000
 g729char\exp3\original\c\c_f01s05.src	 g729char\exp3\coded\c\ce3f6905.out	2.938	16000
 g729char\exp3\original\c\c_f02s05.src	 g729char\exp3\coded\c\ce3f9b05.out	3.033	16000
 g729char\exp3\original\c\c_m01s05.src	 g729char\exp3\coded\c\ce3m0505.out	3.052	16000
 g729char\exp3\original\c\c_m02s05.src	 g729char\exp3\coded\c\ce3m3705.out	2.729	16000
 g729char\exp3\original\c\c_f01s06.src	 g729char\exp3\coded\c\ce3f6a06.out	2.994	16000
 g729char\exp3\original\c\c_f02s06.src	 g729char\exp3\coded\c\ce3f9c06.out	2.967	16000
 g729char\exp3\original\c\c_m01s06.src	 g729char\exp3\coded\c\ce3m0606.out	3.006	16000
 g729char\exp3\original\c\c_m02s06.src	 g729char\exp3\coded\c\ce3m3806.out	3.058	16000
 g729char\exp3\original\c\c_f01s07.src	 g729char\exp3\coded\c\ce3f6b07.out	2.817	16000
 g729char\exp3\original\c\c_f02s07.src	 g729char\exp3\coded\c\ce3f9d07.out	2.909	16000
 g729char\exp3\original\c\c_m01s07.src	 g729char\exp3\coded\c\ce3m0707.out	2.815	16000
 g729char\exp3\original\c\c_m02s07.src	 g729char\exp3\coded\c\ce3m3907.out	3.034	16000
 g729char\exp3\original\c\c_f01s08.src	 g729char\exp3\coded\c\ce3f6c08.out	2.959	16000
 g729char\exp3\original\c\c_f02s08.src	 g729char\exp3\coded\c\ce3f9e08.out	2.836	16000
 g729char\exp3\original\c\c_m01s08.src	 g729char\exp3\coded\c\ce3m0808.out	2.807	16000
 g729char\exp3\original\c\c_m02s08.src	 g729char\exp3\coded\c\ce3m3a08.out	2.841	16000
 g729char\exp3\original\c\c_f01s09.src	 g729char\exp3\coded\c\ce3f6d09.out	2.614	16000
 g729char\exp3\original\c\c_f02s09.src	 g729char\exp3\coded\c\ce3f9f09.out	2.597	16000
 g729char\exp3\original\c\c_m01s09.src	 g729char\exp3\coded\c\ce3m0909.out	2.979	16000
 g729char\exp3\original\c\c_m02s09.src	 g729char\exp3\coded\c\ce3m3b09.out	2.526	16000
 g729char\exp3\original\c\c_f01s10.src	 g729char\exp3\coded\c\ce3f6e10.out	2.603	16000
 g729char\exp3\original\c\c_f02s10.src	 g729char\exp3\coded\c\ce3fa010.out	2.779	16000
 g729char\exp3\original\c\c_m01s10.src	 g729char\exp3\coded\c\ce3m0a10.out	2.326	16000
 g729char\exp3\original\c\c_m02s10.src	 g729char\exp3\coded\c\ce3m3c10.out	2.183	16000
 g729char\exp3\original\c\c_f01s11.src	 g729char\exp3\coded\c\ce3f6f11.out	2.796	16000
 g729char\exp3\original\c\c_f02s11.src	 g729char\exp3\coded\c\ce3fa111.out	2.746	16000
 g729char\exp3\original\c\c_m01s11.src	 g729char\exp3\coded\c\ce3m0b11.out	2.905	16000
 g729char\exp3\original\c\c_m02s11.src	 g729char\exp3\coded\c\ce3m3d11.out	2.996	16000
 g729char\exp3\original\c\c_f01s12.src	 g729char\exp3\coded\c\ce3f7012.out	2.721	16000
 g729char\exp3\original\c\c_f02s12.src	 g729char\exp3\coded\c\ce3fa212.out	2.598	16000
 g729char\exp3\original\c\c_m01s12.src	 g729char\exp3\coded\c\ce3m0c12.out	2.77	16000
 g729char\exp3\original\c\c_m02s12.src	 g729char\exp3\coded\c\ce3m3e12.out	2.864	16000
 g729char\exp3\original\c\c_f01s13.src	 g729char\exp3\coded\c\ce3f7113.out	2.489	16000
 g729char\exp3\original\c\c_f02s13.src	 g729char\exp3\coded\c\ce3fa313.out	2.533	16000
 g729char\exp3\original\c\c_m01s13.src	 g729char\exp3\coded\c\ce3m0d13.out	2.727	16000
 g729char\exp3\original\c\c_m02s13.src	 g729char\exp3\coded\c\ce3m3f13.out	2.726	16000
 g729char\exp3\original\c\c_f01s14.src	 g729char\exp3\coded\c\ce3f7214.out	2.389	16000
 g729char\exp3\original\c\c_f02s14.src	 g729char\exp3\coded\c\ce3fa414.out	2.606	16000
 g729char\exp3\original\c\c_m01s14.src	 g729char\exp3\coded\c\ce3m0e14.out	2.691	16000
 g729char\exp3\original\c\c_m02s14.src	 g729char\exp3\coded\c\ce3m4014.out	2.746	16000
 g729char\exp3\original\c\c_f01s15.src	 g729char\exp3\coded\c\ce3f7315.out	2.586	16000
 g729char\exp3\original\c\c_f02s15.src	 g729char\exp3\coded\c\ce3fa515.out	2.011	16000
 g729char\exp3\original\c\c_m01s15.src	 g729char\exp3\coded\c\ce3m0f15.out	2.293	16000
 g729char\exp3\original\c\c_m02s15.src	 g729char\exp3\coded\c\ce3m4115.out	2.375	16000
 g729char\exp3\original\c\c_f01s16.src	 g729char\exp3\coded\c\ce3f7416.out	2.819	16000
 g729char\exp3\original\c\c_f02s16.src	 g729char\exp3\coded\c\ce3fa616.out	2.804	16000
 g729char\exp3\original\c\c_m01s16.src	 g729char\exp3\coded\c\ce3m1016.out	2.955	16000
 g729char\exp3\original\c\c_m02s16.src	 g729char\exp3\coded\c\ce3m4216.out	2.901	16000
 g729char\exp3\original\c\c_f01s17.src	 g729char\exp3\coded\c\ce3f7517.out	2.748	16000
 g729char\exp3\original\c\c_f02s17.src	 g729char\exp3\coded\c\ce3fa717.out	2.668	16000
 g729char\exp3\original\c\c_m01s17.src	 g729char\exp3\coded\c\ce3m1117.out	2.852	16000
 g729char\exp3\original\c\c_m02s17.src	 g729char\exp3\coded\c\ce3m4317.out	2.914	16000
 g729char\exp3\original\c\c_f01s18.src	 g729char\exp3\coded\c\ce3f7618.out	2.666	16000
 g729char\exp3\original\c\c_f02s18.src	 g729char\exp3\coded\c\ce3fa818.out	2.556	16000
 g729char\exp3\original\c\c_m01s18.src	 g729char\exp3\coded\c\ce3m1218.out	2.759	16000
 g729char\exp3\original\c\c_m02s18.src	 g729char\exp3\coded\c\ce3m4418.out	2.707	16000
 g729char\exp3\original\c\c_f01s19.src	 g729char\exp3\coded\c\ce3f7719.out	2.466	16000
 g729char\exp3\original\c\c_f02s19.src	 g729char\exp3\coded\c\ce3fa919.out	2.452	16000
 g729char\exp3\original\c\c_m01s19.src	 g729char\exp3\coded\c\ce3m1319.out	2.598	16000
 g729char\exp3\original\c\c_m02s19.src	 g729char\exp3\coded\c\ce3m4519.out	2.532	16000
 g729char\exp3\original\c\c_f01s20.src	 g729char\exp3\coded\c\ce3f7820.out	2.427	16000
 g729char\exp3\original\c\c_f02s20.src	 g729char\exp3\coded\c\ce3faa20.out	2.458	16000
 g729char\exp3\original\c\c_m01s20.src	 g729char\exp3\coded\c\ce3m1420.out	2.246	16000
 g729char\exp3\original\c\c_m02s20.src	 g729char\exp3\coded\c\ce3m4620.out	2.719	16000
 g729char\exp3\original\c\c_f01s21.src	 g729char\exp3\coded\c\ce3f7921.out	3.309	16000
 g729char\exp3\original\c\c_f02s21.src	 g729char\exp3\coded\c\ce3fab21.out	3.307	16000
 g729char\exp3\original\c\c_m01s21.src	 g729char\exp3\coded\c\ce3m1521.out	3.259	16000
 g729char\exp3\original\c\c_m02s21.src	 g729char\exp3\coded\c\ce3m4721.out	3.423	16000
 g729char\exp3\original\c\c_f01s22.src	 g729char\exp3\coded\c\ce3f7a22.out	2.869	16000
 g729char\exp3\original\c\c_f02s22.src	 g729char\exp3\coded\c\ce3fac22.out	2.977	16000
 g729char\exp3\original\c\c_m01s22.src	 g729char\exp3\coded\c\ce3m1622.out	2.717	16000
 g729char\exp3\original\c\c_m02s22.src	 g729char\exp3\coded\c\ce3m4822.out	3.033	16000
 g729char\exp3\original\c\c_f01s23.src	 g729char\exp3\coded\c\ce3f7b23.out	3.013	16000
 g729char\exp3\original\c\c_f02s23.src	 g729char\exp3\coded\c\ce3fad23.out	2.823	16000
 g729char\exp3\original\c\c_m01s23.src	 g729char\exp3\coded\c\ce3m1723.out	2.61	16000
 g729char\exp3\original\c\c_m02s23.src	 g729char\exp3\coded\c\ce3m4923.out	3.096	16000
 g729char\exp3\original\c\c_f01s24.src	 g729char\exp3\coded\c\ce3f7c24.out	2.797	16000
 g729char\exp3\original\c\c_f02s24.src	 g729char\exp3\coded\c\ce3fae24.out	2.726	16000
 g729char\exp3\original\c\c_m01s24.src	 g729char\exp3\coded\c\ce3m1824.out	2.651	16000
 g729char\exp3\original\c\c_m02s24.src	 g729char\exp3\coded\c\ce3m4a24.out	2.6	16000
 g729char\exp3\original\c\c_f01s25.src	 g729char\exp3\coded\c\ce3f7d25.out	2.668	16000
 g729char\exp3\original\c\c_f02s25.src	 g729char\exp3\coded\c\ce3faf25.out	2.764	16000
 g729char\exp3\original\c\c_m01s25.src	 g729char\exp3\coded\c\ce3m1925.out	2.581	16000
 g729char\exp3\original\c\c_m02s25.src	 g729char\exp3\coded\c\ce3m4b25.out	2.505	16000
 g729char\exp3\original\c\c_f01s26.src	 g729char\exp3\coded\c\ce3f7e26.out	2.857	16000
 g729char\exp3\original\c\c_f02s26.src	 g729char\exp3\coded\c\ce3fb026.out	2.663	16000
 g729char\exp3\original\c\c_m01s26.src	 g729char\exp3\coded\c\ce3m1a26.out	2.559	16000
 g729char\exp3\original\c\c_m02s26.src	 g729char\exp3\coded\c\ce3m4c26.out	2.439	16000
 g729char\exp3\original\c\c_f01s27.src	 g729char\exp3\coded\c\ce3f7f27.out	2.783	16000
 g729char\exp3\original\c\c_f02s27.src	 g729char\exp3\coded\c\ce3fb127.out	2.613	16000
 g729char\exp3\original\c\c_m01s27.src	 g729char\exp3\coded\c\ce3m1b27.out	2.823	16000
 g729char\exp3\original\c\c_m02s27.src	 g729char\exp3\coded\c\ce3m4d27.out	2.772	16000
 g729char\exp3\original\c\c_f01s28.src	 g729char\exp3\coded\c\ce3f8028.out	2.308	16000
 g729char\exp3\original\c\c_f02s28.src	 g729char\exp3\coded\c\ce3fb228.out	1.94	16000
 g729char\exp3\original\c\c_m01s28.src	 g729char\exp3\coded\c\ce3m1c28.out	2.251	16000
 g729char\exp3\original\c\c_m02s28.src	 g729char\exp3\coded\c\ce3m4e28.out	2.476	16000
 g729char\exp3\original\c\c_f01s29.src	 g729char\exp3\coded\c\ce3f8129.out	3.313	16000
 g729char\exp3\original\c\c_f02s29.src	 g729char\exp3\coded\c\ce3fb329.out	3.211	16000
 g729char\exp3\original\c\c_m01s29.src	 g729char\exp3\coded\c\ce3m1d29.out	3.349	16000
 g729char\exp3\original\c\c_m02s29.src	 g729char\exp3\coded\c\ce3m4f29.out	3.494	16000
 g729char\exp3\original\c\c_f01s30.src	 g729char\exp3\coded\c\ce3f8230.out	2.946	16000
 g729char\exp3\original\c\c_f02s30.src	 g729char\exp3\coded\c\ce3fb430.out	2.739	16000
 g729char\exp3\original\c\c_m01s30.src	 g729char\exp3\coded\c\ce3m1e30.out	3.05	16000
 g729char\exp3\original\c\c_m02s30.src	 g729char\exp3\coded\c\ce3m5030.out	3.137	16000
 g729char\exp3\original\c\c_f01s31.src	 g729char\exp3\coded\c\ce3f8331.out	2.699	16000
 g729char\exp3\original\c\c_f02s31.src	 g729char\exp3\coded\c\ce3fb531.out	2.353	16000
 g729char\exp3\original\c\c_m01s31.src	 g729char\exp3\coded\c\ce3m1f31.out	2.758	16000
 g729char\exp3\original\c\c_m02s31.src	 g729char\exp3\coded\c\ce3m5131.out	2.806	16000
 g729char\exp3\original\c\c_f01s32.src	 g729char\exp3\coded\c\ce3f8432.out	2.277	16000
 g729char\exp3\original\c\c_f02s32.src	 g729char\exp3\coded\c\ce3fb632.out	1.998	16000
 g729char\exp3\original\c\c_m01s32.src	 g729char\exp3\coded\c\ce3m2032.out	2.282	16000
 g729char\exp3\original\c\c_m02s32.src	 g729char\exp3\coded\c\ce3m5232.out	2.618	16000
 g729char\exp3\original\c\c_f01s33.src	 g729char\exp3\coded\c\ce3f8533.out	3.307	16000
 g729char\exp3\original\c\c_f02s33.src	 g729char\exp3\coded\c\ce3fb733.out	3.278	16000
 g729char\exp3\original\c\c_m01s33.src	 g729char\exp3\coded\c\ce3m2133.out	3.341	16000
 g729char\exp3\original\c\c_m02s33.src	 g729char\exp3\coded\c\ce3m5333.out	3.252	16000
 g729char\exp3\original\c\c_f01s34.src	 g729char\exp3\coded\c\ce3f8634.out	2.891	16000
 g729char\exp3\original\c\c_f02s34.src	 g729char\exp3\coded\c\ce3fb834.out	3.203	16000
 g729char\exp3\original\c\c_m01s34.src	 g729char\exp3\coded\c\ce3m2234.out	2.738	16000
 g729char\exp3\original\c\c_m02s34.src	 g729char\exp3\coded\c\ce3m5434.out	3.464	16000
 g729char\exp3\original\c\c_f01s35.src	 g729char\exp3\coded\c\ce3f8735.out	2.502	16000
 g729char\exp3\original\c\c_f02s35.src	 g729char\exp3\coded\c\ce3fb935.out	2.723	16000
 g729char\exp3\original\c\c_m01s35.src	 g729char\exp3\coded\c\ce3m2335.out	2.403	16000
 g729char\exp3\original\c\c_m02s35.src	 g729char\exp3\coded\c\ce3m5535.out	2.877	16000
 g729char\exp3\original\c\c_f01s36.src	 g729char\exp3\coded\c\ce3f8836.out	2.44	16000
 g729char\exp3\original\c\c_f02s36.src	 g729char\exp3\coded\c\ce3fba36.out	2.547	16000
 g729char\exp3\original\c\c_m01s36.src	 g729char\exp3\coded\c\ce3m2436.out	2.343	16000
 g729char\exp3\original\c\c_m02s36.src	 g729char\exp3\coded\c\ce3m5636.out	2.436	16000
 g729char\exp3\original\c\c_f01s37.src	 g729char\exp3\coded\c\ce3f8937.out	4.015	16000
 g729char\exp3\original\c\c_f02s37.src	 g729char\exp3\coded\c\ce3fbb37.out	3.729	16000
 g729char\exp3\original\c\c_m01s37.src	 g729char\exp3\coded\c\ce3m2537.out	4.071	16000
 g729char\exp3\original\c\c_m02s37.src	 g729char\exp3\coded\c\ce3m5737.out	4.088	16000
 g729char\exp3\original\c\c_f01s38.src	 g729char\exp3\coded\c\ce3f8a38.out	3.021	16000
 g729char\exp3\original\c\c_f02s38.src	 g729char\exp3\coded\c\ce3fbc38.out	2.718	16000
 g729char\exp3\original\c\c_m01s38.src	 g729char\exp3\coded\c\ce3m2638.out	3.034	16000
 g729char\exp3\original\c\c_m02s38.src	 g729char\exp3\coded\c\ce3m5838.out	3.027	16000
 g729char\exp3\original\c\c_f01s39.src	 g729char\exp3\coded\c\ce3f8b39.out	2.729	16000
 g729char\exp3\original\c\c_f02s39.src	 g729char\exp3\coded\c\ce3fbd39.out	2.582	16000
 g729char\exp3\original\c\c_m01s39.src	 g729char\exp3\coded\c\ce3m2739.out	2.727	16000
 g729char\exp3\original\c\c_m02s39.src	 g729char\exp3\coded\c\ce3m5939.out	2.807	16000
 g729char\exp3\original\c\c_f01s40.src	 g729char\exp3\coded\c\ce3f8c40.out	2.766	16000
 g729char\exp3\original\c\c_f02s40.src	 g729char\exp3\coded\c\ce3fbe40.out	2.616	16000
 g729char\exp3\original\c\c_m01s40.src	 g729char\exp3\coded\c\ce3m2840.out	2.746	16000
